step[0]
	0 0 0 0 0 0 0 0
step[10]
	0 0 0 0 -13.6 13.6 0 0
step[20]
	0 0 0 0 -13.6 13.6 0 0
step[30]
	0 0 0 0 0.0 3.4 0 0
step[40]
	0 -5 0 -10 -11.9 6.8 5 0
step[50]
	5 0 0 0 -10.2 8.5 5 0
step[60]
	0 0 10 0 0.0 3.4 0 0
step[70]
	0 0 0 0 -10.2 10.2 0 0
step[80]
	0 -5 0 0 -5.1 0.0 0 0
step[90]
	0 0 0 0 -6.8 0.0 5 0
step[100]
	0 0 0 0 -6.8 6.8 0 0
step[110]
	0 0 0 0 -6.8 0.0 10 0
step[120]
	0 0 0 0 -10.2 6.8 0 0
step[130]
	0 -5 0 0 -1.7 0.0 0 0
step[140]
	0 -5 0 0 -5.1 3.4 0 0
