(4, [(56, 63), (62, 61), (54, 61), (56, 61)], 0.46, 0.58)
(1, [(56, 63)], 0.0, 1.0)
(1, [(62, 61)], 0.0, 1.0)
(1, [(54, 61)], 0.0, 1.0)
(1, [(56, 61)], 0.0, 1.0)
(1, [(61, 60)], 0.0, 1.0)
(2, [(54, 61), (56, 61)], 1.0, 0.0)
(3, [(61, 60), (54, 61), (56, 61)], 0.54, 0.57)
(3, [(60, 60), (54, 62), (55, 62)], 0.62, 0.64)
(1, [(54, 62)], 0.0, 1.0)
(1, [(55, 62)], 0.0, 1.0)
(1, [(56, 62)], 0.0, 1.0)
(1, [(58, 61)], 0.0, 1.0)
(4, [(56, 67), (62, 67), (54, 67), (56, 65)], 0.46, 0.58)
(3, [(56, 67), (54, 67), (56, 65)], 0.8, 0.23)
(1, [(62, 67)], 0.0, 1.0)
(1, [(61, 67)], 0.0, 1.0)
(4, [(56, 67), (61, 67), (54, 67), (56, 65)], 0.47, 0.55)
(4, [(56, 66), (61, 68), (55, 66), (56, 65)], 0.44, 0.66)
(3, [(60, 67), (54, 65), (55, 65)], 0.62, 0.64)
(2, [(54, 65), (55, 65)], 1.0, 0.0)
(1, [(60, 67)], 0.0, 1.0)
(1, [(54, 65)], 0.0, 1.0)
(1, [(55, 65)], 0.0, 1.0)
(2, [(53, 64), (54, 63)], 1.0, 0.0)
(2, [(53, 64), (54, 64)], 1.0, 0.0)
(1, [(53, 63)], 0.0, 1.0)
(2, [(54, 63), (55, 63)], 1.0, 0.0)
(1, [(55, 63)], 0.0, 1.0)
(2, [(56, 63), (57, 63)], 1.0, 0.0)
(2, [(57, 64), (58, 64)], 1.0, 0.0)
(2, [(58, 64), (58, 64)], 1.0, 1.0)
(2, [(59, 65), (58, 64)], 1.0, 0.0)
(2, [(59, 64), (58, 63)], 1.0, 0.0)
(2, [(58, 62), (57, 62)], 1.0, 0.0)
(2, [(57, 61), (56, 61)], 1.0, 0.0)
(2, [(57, 60), (55, 59)], 1.0, 0.0)
(2, [(56, 59), (55, 58)], 1.0, 0.0)
(2, [(55, 58), (54, 57)], 1.0, 0.0)
(2, [(54, 57), (53, 56)], 1.0, 0.0)
(2, [(54, 55), (52, 55)], 1.0, 0.0)
(2, [(53, 54), (52, 53)], 1.0, 0.0)
(2, [(52, 53), (51, 52)], 1.0, 0.0)
(1, [(51, 52)], 0.0, 1.0)
(1, [(50, 51)], 0.0, 1.0)
(2, [(51, 51), (49, 50)], 1.0, 0.0)
(2, [(51, 50), (49, 50)], 1.0, 0.0)
(1, [(51, 50)], 0.0, 1.0)
(1, [(49, 50)], 0.0, 1.0)
(2, [(50, 50), (50, 50)], 1.0, 1.0)
(2, [(50, 50), (49, 50)], 1.0, 0.0)
(1, [(50, 50)], 0.0, 1.0)
(2, [(51, 50), (50, 50)], 1.0, 0.0)
