,action_ATK_nearest,action_ATK_clu_nearest,action_ATK_nearest_weakest,action_ATK_clu_nearest_weakest,action_ATK_threatening,action_DEF_clu_nearest,action_MIX_gather,action_MIX_lure,action_MIX_sacrifice_lure,do_randomly,do_nothing
A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0
F0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,-0.34,0.0,0.0,0.0
0F,0.0,0.0,-0.17000000000000004,-0.34,0.0,0.0,0.0,-0.68,0.0,0.49000000000000005,0.0
X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
