,action_ATK_nearest,action_ATK_clu_nearest,action_ATK_nearest_weakest,action_ATK_clu_nearest_weakest,action_ATK_threatening,action_DEF_clu_nearest,action_MIX_gather,action_MIX_lure,action_MIX_sacrifice_lure,do_randomly,do_nothing
0FFF,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0F0F,3.0065999999999997,0.0,0.0,0.0,0.0,0.0,0.270594,-0.069406,0.0,0.0,0.0
