step[2]
	0 0 0 0 0 0 0 0
step[12]
	0 0 0 -10 -13.6 3.4 0 0
step[22]
	0 0 10 0 -10.2 13.6 0 0
step[32]
	0 0 10 0 -3.4 10.2 0 0
step[42]
	0 -5 0 -10 -11.9 3.4 0 0
step[52]
	5 0 0 0 -10.2 1.7 0 0
step[62]
	0 0 10 0 -3.4 6.8 0 0
step[72]
	0 0 10 0 -6.8 10.2 0 0
step[82]
	0 -5 0 0 -8.5 0.0 5 0
step[92]
	0 0 10 0 -3.4 6.8 0 0
step[102]
	0 0 0 0 -6.8 6.8 0 0
step[112]
	0 0 0 0 -6.8 0.0 0 0
step[122]
	0 0 0 0 -6.8 6.8 0 0
step[132]
	5 -5 0 0 -5.1 1.7 5 0
step[142]
	0 0 0 0 -3.4 3.4 0 0
step[152]
	0 -5 0 0 -1.7 0.0 5 0
step[154]
	0 0 0 0 0 0 0 0
step[164]
	0 0 0 0 -13.6 13.6 0 0
step[174]
	5 0 0 0 -6.8 11.9 5 0
step[184]
	0 0 0 -10 -6.8 0.0 0 0
step[194]
	0 0 0 0 -6.8 0.0 0 0
step[204]
	0 -5 0 0 -8.5 6.8 0 0
step[214]
	0 0 10 0 -3.4 6.8 0 0
step[224]
	0 -5 0 0 -5.1 0.0 10 0
step[234]
	0 0 0 0 -6.8 6.8 0 0
step[244]
	0 0 0 0 0.0 0.0 0 0
step[254]
	0 0 0 0 -6.8 0.0 0 0
step[264]
	0 0 10 0 0.0 6.8 0 0
step[274]
	0 0 0 0 -6.8 3.4 0 0
step[284]
	0 0 0 0 -6.8 0.0 0 0
step[294]
	0 0 0 0 -3.4 3.4 5 0
step[304]
	0 0 0 0 -6.8 3.4 5 0
step[314]
	0 -5 0 0 -5.1 3.4 0 0
step[324]
	0 0 0 0 -3.4 3.4 0 0
step[334]
	0 0 0 0 -3.4 0.0 0 0
step[344]
	0 -5 10 0 -1.7 3.4 10 0
step[346]
	0 0 0 0 0 0 0 0
step[356]
	0 0 0 0 -13.6 13.6 0 0
step[366]
	5 0 0 0 -13.6 11.9 5 0
step[376]
	0 0 10 0 0.0 3.4 0 0
step[386]
	0 0 0 -10 -10.2 0.0 0 0
step[396]
	0 0 10 0 -10.2 13.6 0 0
step[406]
	0 0 0 0 0.0 0.0 0 0
step[416]
	5 0 0 0 -10.2 8.5 0 0
step[426]
	0 -5 0 0 -5.1 0.0 10 0
step[436]
	0 0 0 0 0.0 0.0 0 0
step[446]
	0 0 10 0 -3.4 10.2 0 0
step[456]
	0 0 10 0 -3.4 10.2 0 0
step[466]
	0 0 0 0 0.0 0.0 0 0
step[476]
	5 0 0 0 -3.4 5.1 0 0
step[486]
	0 0 0 0 0.0 0.0 0 0
step[496]
	0 0 0 0 -3.4 3.4 0 0
step[506]
	0 0 0 0 0.0 0.0 0 0
step[516]
	0 0 0 0 -3.4 3.4 0 0
step[526]
	0 0 0 -10 -3.4 0.0 0 0
step[536]
	0 0 0 0 0.0 6.8 0 0
step[546]
	0 0 0 0 -3.4 6.8 5 0
step[556]
	0 -5 0 0 -1.7 3.4 5 0
step[566]
	5 0 0 0 0.0 1.7 0 0
step[568]
	0 0 0 0 0 0 0 0
step[578]
	0 0 0 0 -13.6 13.6 0 0
step[588]
	0 0 0 0 -6.8 10.2 0 0
step[598]
	0 0 0 -10 -6.8 3.4 0 0
step[608]
	0 0 0 0 -10.2 0.0 0 0
step[618]
	0 -5 10 0 -8.5 13.6 0 0
step[628]
	5 0 10 0 -6.8 8.5 5 0
step[638]
	0 0 0 0 -10.2 0.0 5 0
step[648]
	0 0 10 0 -6.8 10.2 0 0
step[658]
	0 -5 0 0 -1.7 0.0 5 0
step[668]
	0 0 0 0 -6.8 6.8 0 0
step[678]
	0 0 0 0 -6.8 3.4 0 0
step[688]
	0 0 10 0 0.0 3.4 0 0
step[698]
	5 0 0 0 -6.8 1.7 0 0
step[708]
	0 0 0 0 -3.4 3.4 0 0
step[718]
	5 0 10 0 0.0 5.1 0 0
step[728]
	0 0 0 0 0.0 0.0 0 0
step[738]
	0 0 0 0 -3.4 3.4 0 0
step[748]
	0 0 10 0 0.0 3.4 0 0
step[758]
	0 -5 10 0 -1.7 3.4 0 0
step[768]
	0 -5 10 0 -1.7 3.4 0 0
step[770]
	0 0 0 0 0 0 0 0
step[780]
	0 0 0 0 -13.6 0.0 0 0
step[790]
	0 0 10 0 -6.8 13.6 0 0
step[800]
	0 0 0 0 -6.8 0.0 0 0
step[810]
	5 -5 10 0 -8.5 11.9 5 0
step[820]
	0 0 10 0 -6.8 10.2 0 0
step[830]
	0 0 0 0 -3.4 0.0 0 0
step[840]
	0 0 0 0 -10.2 10.2 0 0
step[850]
	0 -5 10 0 -5.1 6.8 10 0
step[860]
	0 0 0 0 -6.8 3.4 0 0
step[870]
	5 0 10 0 0.0 1.7 0 0
step[880]
	0 0 0 0 -3.4 3.4 0 0
step[890]
	0 0 0 0 -3.4 3.4 0 0
step[900]
	0 0 0 0 -3.4 0.0 5 0
step[910]
	0 0 10 0 -3.4 6.8 0 0
step[920]
	0 0 0 0 -6.8 6.8 0 0
step[930]
	5 -5 0 0 -1.7 1.7 5 0
step[940]
	0 0 0 0 0.0 0.0 0 0
step[950]
	0 0 0 0 -3.4 3.4 0 0
step[960]
	0 0 0 0 -3.4 3.4 0 0
step[970]
	0 0 0 0 0.0 0.0 0 0
step[980]
	0 0 0 0 -3.4 3.4 0 0
step[990]
	0 0 0 0 0.0 0.0 0 0
step[1000]
	0 -5 0 0 -1.7 0.0 0 0
step[1002]
	0 0 0 0 0 0 0 0
step[1012]
	0 0 0 0 -13.6 13.6 0 0
step[1022]
	0 0 0 0 -6.8 13.6 0 0
step[1032]
	0 0 0 -10 -6.8 0.0 0 0
step[1042]
	0 -5 0 0 -11.9 0.0 0 0
step[1052]
	0 0 10 0 -6.8 10.2 0 0
step[1062]
	0 0 0 0 -6.8 0.0 0 0
step[1072]
	0 0 0 0 -13.6 3.4 0 0
step[1082]
	0 -5 10 0 -5.1 6.8 0 0
step[1092]
	5 0 0 0 -6.8 5.1 5 0
step[1102]
	0 0 0 0 -10.2 3.4 0 0
step[1112]
	0 -5 0 0 -8.5 3.4 0 0
step[1122]
	0 0 10 0 0.0 3.4 0 0
step[1132]
	0 -5 0 0 -5.1 0.0 10 0
step[1134]
	0 0 0 0 0 0 0 0
