step[0]
	0 0 0 0 0 0 0 0
step[10]
	0 0 0 0 -13.6 13.6 0 0
step[20]
	0 0 0 0 -3.4 6.8 0 0
step[30]
	0 0 0 -10 -10.2 0.0 0 0
step[40]
	0 0 0 0 -10.2 0.0 0 0
step[50]
	0 0 10 0 -6.8 10.2 0 0
step[60]
	5 -5 0 0 -5.1 1.7 15 0
step[70]
	0 0 0 0 0.0 0.0 0 0
step[80]
	0 0 10 0 -3.4 6.8 0 0
step[90]
	0 0 10 0 -6.8 10.2 0 0
step[100]
	0 0 0 0 -6.8 0.0 10 0
step[110]
	0 0 10 0 -3.4 10.2 0 0
step[120]
	5 0 10 0 -6.8 8.5 5 0
step[130]
	0 0 0 0 -6.8 3.4 0 0
step[140]
	0 0 10 0 0.0 6.8 0 0
step[150]
	5 -5 0 0 -5.1 1.7 5 0
step[160]
	0 0 10 0 -3.4 6.8 0 0
step[170]
	0 0 10 0 0.0 3.4 0 0
step[180]
	0 0 0 0 -3.4 3.4 0 0
step[190]
	0 0 10 0 -3.4 6.8 0 0
step[200]
	5 0 0 0 0.0 1.7 5 0
step[202]
	-20 10 0 -10 98.6 -102.0 20 0
step[212]
	0 0 0 0 -10.2 13.6 0 0
step[222]
	0 0 0 -10 -6.8 0.0 0 0
step[232]
	5 0 10 0 -10.2 11.9 5 0
step[242]
	0 0 10 0 -6.8 13.6 0 0
step[252]
	0 -5 0 0 -1.7 3.4 5 0
step[262]
	0 0 0 -10 -6.8 3.4 0 0
step[272]
	0 0 0 -10 -6.8 3.4 0 0
step[282]
	5 0 0 0 -3.4 5.1 5 0
step[292]
	0 0 0 0 0.0 0.0 0 0
step[302]
	0 -5 0 -10 -1.7 0.0 5 0
step[312]
	0 0 0 0 -3.4 0.0 0 0
step[322]
	0 0 0 0 0.0 0.0 0 0
step[332]
	0 0 0 0 -3.4 0.0 0 0
step[342]
	0 0 10 0 -3.4 6.8 0 0
step[352]
	0 0 10 0 0.0 6.8 0 0
step[362]
	0 0 0 -10 -3.4 0.0 0 0
step[372]
	0 0 0 0 -3.4 6.8 0 0
step[382]
	0 0 0 0 0.0 0.0 0 0
step[392]
	5 0 0 0 0.0 1.7 0 0
step[402]
	0 0 0 0 0.0 0.0 0 0
step[412]
	0 0 0 0 0.0 0.0 0 0
step[422]
	0 0 0 0 0.0 0.0 0 0
step[432]
	0 0 0 0 0.0 0.0 0 0
step[442]
	0 0 0 0 0.0 0.0 0 0
step[452]
	0 0 0 0 0.0 0.0 0 0
step[462]
	0 0 0 0 0.0 0.0 0 0
step[472]
	0 0 0 0 -3.4 3.4 0 0
step[482]
	0 0 0 0 -3.4 3.4 0 0
step[492]
	0 0 0 0 0.0 0.0 0 0
step[502]
	0 0 0 0 -3.4 6.8 0 0
step[512]
	0 0 0 -10 -3.4 0.0 0 0
step[522]
	0 0 0 0 0.0 0.0 0 0
step[532]
	0 0 0 0 0.0 0.0 0 0
step[542]
	0 0 0 0 0.0 0.0 0 0
step[552]
	0 0 0 0 0.0 0.0 0 0
step[562]
	0 0 0 0 -3.4 6.8 0 0
step[572]
	0 0 0 0 0.0 0.0 5 0
step[582]
	0 0 0 0 -3.4 3.4 0 0
step[592]
	5 0 0 0 0.0 1.7 5 0
