step[0]
	0 0 0 0 0 0 0 0
step[10]
	0 0 0 0 -13.6 13.6 0 0
step[20]
	0 0 0 0 -6.8 13.6 0 0
step[30]
	0 0 0 -10 -6.8 0.0 0 0
step[40]
	5 -5 0 0 -8.5 11.9 5 0
step[50]
	0 0 0 0 -6.8 10.2 0 0
step[60]
	0 0 0 0 -3.4 3.4 0 0
step[70]
	0 0 0 -10 -10.2 0.0 10 0
step[80]
	0 -5 10 0 -5.1 10.2 5 0
step[90]
	5 0 0 -10 -3.4 1.7 5 0
step[100]
	0 0 0 0 -6.8 3.4 5 0
step[110]
	0 0 10 0 0.0 3.4 0 0
step[120]
	0 0 0 0 -6.8 3.4 0 0
step[130]
	0 0 0 0 -6.8 6.8 0 0
step[140]
	0 -5 10 0 -1.7 6.8 0 0
step[150]
	0 0 0 -10 -3.4 0.0 5 0
step[160]
	0 0 0 0 -3.4 0.0 0 0
step[170]
	0 0 0 0 -3.4 3.4 0 0
step[180]
	0 -5 0 0 -5.1 0.0 0 0
step[182]
	0 0 0 0 0 0 0 0
step[192]
	0 0 0 0 -13.6 13.6 0 0
step[202]
	0 0 0 0 -3.4 3.4 0 0
step[212]
	0 0 0 0 -10.2 10.2 0 0
step[222]
	0 -5 0 0 -11.9 10.2 0 0
step[232]
	0 0 0 0 -10.2 0.0 0 0
step[242]
	5 0 10 0 0.0 8.5 5 0
step[252]
	0 0 0 0 -10.2 6.8 0 0
step[262]
	0 0 0 0 -10.2 3.4 0 0
step[272]
	0 0 10 0 0.0 10.2 0 0
step[282]
	0 0 0 0 -10.2 3.4 0 0
step[292]
	0 -5 0 0 -8.5 3.4 0 0
step[302]
	0 0 0 0 -6.8 6.8 0 0
step[312]
	0 -5 0 0 -1.7 0.0 0 0
step[322]
	0 -5 0 0 -5.1 3.4 10 0
step[324]
	0 0 0 0 0 0 0 0
step[334]
	0 0 0 0 -13.6 13.6 0 0
step[344]
	0 0 0 0 -6.8 13.6 0 0
step[354]
	0 0 0 -10 -6.8 0.0 0 0
step[364]
	0 -5 0 0 -11.9 13.6 0 0
step[374]
	5 0 0 -10 -3.4 1.7 5 0
step[384]
	0 0 0 0 -6.8 10.2 0 0
step[394]
	0 0 0 -10 -10.2 3.4 0 0
step[404]
	0 0 0 0 -6.8 6.8 0 0
step[414]
	0 0 10 0 -3.4 6.8 0 0
step[424]
	5 0 0 0 -10.2 1.7 10 0
step[434]
	0 0 10 0 -3.4 6.8 0 0
step[444]
	5 -5 10 0 -1.7 5.1 5 0
step[454]
	0 0 0 0 -3.4 3.4 0 0
step[464]
	0 0 0 0 -3.4 3.4 0 0
step[474]
	0 0 0 0 0.0 0.0 5 0
step[484]
	0 -5 10 0 -1.7 3.4 0 0
step[494]
	0 0 0 0 -3.4 3.4 0 0
step[504]
	0 0 0 0 0.0 3.4 0 0
step[514]
	0 0 0 -10 -3.4 0.0 0 0
step[524]
	5 0 0 0 0.0 1.7 5 0
step[526]
	0 0 0 0 0 0 0 0
step[536]
	0 0 0 0 -13.6 13.6 0 0
step[546]
	5 0 0 0 -13.6 11.9 5 0
step[556]
	0 0 0 0 0.0 0.0 0 0
step[566]
	0 0 10 0 -10.2 13.6 0 0
step[576]
