(4, [(56, 63), (62, 61), (54, 61), (56, 61)], 0.46, 0.58)
(1, [(56, 62)], 0.0, 1.0)
(1, [(61, 61)], 0.0, 1.0)
(1, [(55, 61)], 0.0, 1.0)
(1, [(56, 61)], 0.0, 1.0)
(3, [(55, 63), (54, 61), (55, 61)], 0.74, 0.44)
(1, [(59, 61)], 0.0, 1.0)
(3, [(55, 63), (59, 61), (54, 61)], 0.74, 0.44)
(2, [(55, 63), (54, 61)], 1.0, 0.0)
(1, [(55, 63)], 0.0, 1.0)
(1, [(54, 61)], 0.0, 1.0)
(1, [(54, 62)], 0.0, 1.0)
(2, [(55, 63), (53, 63)], 1.0, 0.0)
(2, [(55, 63), (54, 62)], 1.0, 0.0)
(2, [(55, 63), (53, 62)], 1.0, 0.0)
(1, [(52, 63)], 0.0, 1.0)
(1, [(52, 62)], 0.0, 1.0)
(1, [(53, 62)], 0.0, 1.0)
(2, [(56, 67), (56, 65)], 1.0, 0.0)
(1, [(62, 67)], 0.0, 1.0)
(1, [(54, 67)], 0.0, 1.0)
(4, [(62, 67), (56, 67), (54, 67), (56, 65)], 0.46, 0.58)
(4, [(60, 66), (56, 67), (55, 66), (56, 66)], 0.44, 0.62)
(1, [(59, 66)], 0.0, 1.0)
(1, [(56, 67)], 0.0, 1.0)
(1, [(55, 66)], 0.0, 1.0)
(1, [(56, 66)], 0.0, 1.0)
(3, [(56, 67), (55, 66), (56, 66)], 0.8, 0.23)
(3, [(59, 66), (56, 65), (56, 65)], 0.65, 0.71)
(3, [(59, 66), (56, 64), (56, 64)], 0.65, 0.71)
(3, [(59, 65), (56, 62), (56, 63)], 0.64, 0.59)
(1, [(56, 64)], 0.0, 1.0)
(1, [(57, 64)], 0.0, 1.0)
(2, [(56, 62), (57, 63)], 1.0, 0.0)
(2, [(56, 62), (57, 64)], 1.0, 0.0)
(4, [(54, 67), (62, 67), (56, 67), (56, 65)], 0.46, 0.58)
(4, [(55, 66), (60, 66), (56, 67), (56, 66)], 0.44, 0.62)
(3, [(55, 66), (56, 67), (56, 66)], 0.8, 0.23)
(1, [(60, 66)], 0.0, 1.0)
(2, [(56, 67), (56, 66)], 1.0, 0.0)
(1, [(55, 65)], 0.0, 1.0)
(1, [(57, 65)], 0.0, 1.0)
(3, [(56, 65), (60, 68), (57, 65)], 0.63, 0.61)
(1, [(60, 68)], 0.0, 1.0)
(2, [(56, 65), (57, 65)], 1.0, 0.0)
(1, [(56, 65)], 0.0, 1.0)
(2, [(56, 66), (57, 66)], 1.0, 0.0)
(2, [(56, 64), (57, 65)], 1.0, 0.0)
(2, [(58, 65), (58, 65)], 1.0, 1.0)
(1, [(58, 64)], 0.0, 1.0)
(1, [(58, 65)], 0.0, 1.0)
(4, [(62, 67), (54, 67), (56, 67), (56, 65)], 0.46, 0.58)
(3, [(55, 67), (57, 67), (57, 65)], 0.8, 0.23)
(1, [(55, 67)], 0.0, 1.0)
(3, [(62, 67), (57, 67), (57, 65)], 0.72, 0.49)
(4, [(60, 66), (54, 65), (56, 65), (56, 64)], 0.37, 0.61)
(3, [(54, 65), (56, 65), (56, 64)], 0.74, 0.44)
(2, [(54, 64), (55, 63)], 1.0, 0.0)
(2, [(54, 64), (55, 64)], 1.0, 0.0)
